Dataset,k,Feature Weighting Method,Selection Method,Distance Metric,r (if Minkowski),Accuracy,Time (seconds)
balance_6,5,eq_weight,sheppard,minkowski,1,0.7049180327868853,0.15752768516540527
balance_6,5,eq_weight,sheppard,minkowski,2,0.6229508196721312,0.15744733810424805
balance_6,5,eq_weight,sheppard,hamming,,0.7049180327868853,0.08112883567810059
balance_6,5,information_gain,majority,minkowski,1,0.45901639344262296,0.19614934921264648
balance_6,5,information_gain,majority,minkowski,2,0.45901639344262296,0.19475960731506348
balance_6,5,information_gain,majority,hamming,,0.7868852459016393,0.11405372619628906
balance_6,5,information_gain,idw,minkowski,1,0.45901639344262296,0.19636797904968262
balance_6,5,information_gain,idw,minkowski,2,0.45901639344262296,0.20653367042541504
balance_6,5,information_gain,idw,hamming,,0.7377049180327869,0.1235649585723877
balance_6,5,information_gain,sheppard,minkowski,1,0.45901639344262296,0.19780993461608887
balance_6,5,information_gain,sheppard,minkowski,2,0.45901639344262296,0.19831371307373047
balance_6,5,information_gain,sheppard,hamming,,0.6557377049180327,0.11652636528015137
balance_6,5,chi2,majority,minkowski,1,0.7868852459016393,0.16272282600402832
balance_6,5,chi2,majority,minkowski,2,0.7540983606557377,0.16161417961120605
balance_6,5,chi2,majority,hamming,,0.7049180327868853,0.08025240898132324
balance_6,5,chi2,idw,minkowski,1,0.8524590163934426,0.160874605178833
balance_6,5,chi2,idw,minkowski,2,0.8360655737704918,0.1622464656829834
balance_6,5,chi2,idw,hamming,,0.7049180327868853,0.0824892520904541
balance_6,5,chi2,sheppard,minkowski,1,0.8360655737704918,0.16157984733581543
balance_6,5,chi2,sheppard,minkowski,2,0.8360655737704918,0.16251826286315918
balance_6,5,chi2,sheppard,hamming,,0.7049180327868853,0.0828087329864502
balance_6,7,eq_weight,majority,minkowski,1,0.7704918032786885,0.15873074531555176
balance_6,7,eq_weight,majority,minkowski,2,0.7213114754098361,0.15859723091125488
balance_6,7,eq_weight,majority,hamming,,0.7704918032786885,0.08104848861694336
balance_6,7,eq_weight,idw,minkowski,1,0.7704918032786885,0.15756607055664062
balance_6,7,eq_weight,idw,minkowski,2,0.7213114754098361,0.16089773178100586
balance_6,7,eq_weight,idw,hamming,,0.7704918032786885,0.08174324035644531
balance_6,7,eq_weight,sheppard,minkowski,1,0.7704918032786885,0.162034273147583
balance_6,7,eq_weight,sheppard,minkowski,2,0.7213114754098361,0.16132450103759766
balance_6,7,eq_weight,sheppard,hamming,,0.7704918032786885,0.08194470405578613
balance_6,7,information_gain,majority,minkowski,1,0.45901639344262296,0.19666600227355957
balance_6,7,information_gain,majority,minkowski,2,0.45901639344262296,0.19897937774658203
balance_6,7,information_gain,majority,hamming,,0.8524590163934426,0.11510086059570312
balance_6,7,information_gain,idw,minkowski,1,0.45901639344262296,0.19795536994934082
balance_6,7,information_gain,idw,minkowski,2,0.45901639344262296,0.20252227783203125
balance_6,7,information_gain,idw,hamming,,0.7704918032786885,0.11985135078430176
balance_6,7,information_gain,sheppard,minkowski,1,0.45901639344262296,0.19852471351623535
balance_6,7,information_gain,sheppard,minkowski,2,0.45901639344262296,0.1986370086669922
balance_6,7,information_gain,sheppard,hamming,,0.8032786885245902,0.11811947822570801
balance_6,7,chi2,majority,minkowski,1,0.8032786885245902,0.16104888916015625
balance_6,7,chi2,majority,minkowski,2,0.7377049180327869,0.16142749786376953
balance_6,7,chi2,majority,hamming,,0.7704918032786885,0.08170127868652344
balance_6,7,chi2,idw,minkowski,1,0.8524590163934426,0.1635897159576416
balance_6,7,chi2,idw,minkowski,2,0.8360655737704918,0.1642439365386963
balance_6,7,chi2,idw,hamming,,0.7704918032786885,0.08281373977661133
balance_6,7,chi2,sheppard,minkowski,1,0.8360655737704918,0.1678617000579834
balance_6,7,chi2,sheppard,minkowski,2,0.8360655737704918,0.1655113697052002
balance_6,7,chi2,sheppard,hamming,,0.7704918032786885,0.08450722694396973
balance_7,1,eq_weight,majority,minkowski,1,0.639344262295082,0.15851259231567383
balance_7,1,eq_weight,majority,minkowski,2,0.6557377049180327,0.15898704528808594
balance_7,1,eq_weight,majority,hamming,,0.639344262295082,0.08168315887451172
balance_7,1,eq_weight,idw,minkowski,1,0.639344262295082,0.15767669677734375
balance_7,1,eq_weight,idw,minkowski,2,0.6557377049180327,0.1606001853942871
balance_7,1,eq_weight,idw,hamming,,0.639344262295082,0.08200716972351074
balance_7,1,eq_weight,sheppard,minkowski,1,0.639344262295082,0.16010499000549316
balance_7,1,eq_weight,sheppard,minkowski,2,0.6557377049180327,0.16131114959716797
balance_7,1,eq_weight,sheppard,hamming,,0.639344262295082,0.08204483985900879
balance_7,1,information_gain,majority,minkowski,1,0.45901639344262296,0.19791245460510254
balance_7,1,information_gain,majority,minkowski,2,0.45901639344262296,0.19665265083312988
balance_7,1,information_gain,majority,hamming,,0.7377049180327869,0.11782360076904297
balance_7,1,information_gain,idw,minkowski,1,0.45901639344262296,0.19885563850402832
balance_7,1,information_gain,idw,minkowski,2,0.45901639344262296,0.19863367080688477
balance_7,1,information_gain,idw,hamming,,0.7049180327868853,0.11891651153564453
balance_7,1,information_gain,sheppard,minkowski,1,0.45901639344262296,0.19922828674316406
balance_7,1,information_gain,sheppard,minkowski,2,0.45901639344262296,0.19849777221679688
balance_7,1,information_gain,sheppard,hamming,,0.7049180327868853,0.11536622047424316
balance_7,1,chi2,majority,minkowski,1,0.8032786885245902,0.1616802215576172
balance_7,1,chi2,majority,minkowski,2,0.819672131147541,0.16288495063781738
balance_7,1,chi2,majority,hamming,,0.639344262295082,0.08046746253967285
balance_7,1,chi2,idw,minkowski,1,0.8032786885245902,0.1630098819732666
balance_7,1,chi2,idw,minkowski,2,0.819672131147541,0.16260457038879395
balance_7,1,chi2,idw,hamming,,0.639344262295082,0.08267545700073242
balance_7,1,chi2,sheppard,minkowski,1,0.8032786885245902,0.16050124168395996
balance_7,1,chi2,sheppard,minkowski,2,0.819672131147541,0.16316485404968262
balance_7,1,chi2,sheppard,hamming,,0.639344262295082,0.08222389221191406
balance_7,3,eq_weight,majority,minkowski,1,0.6721311475409836,0.15882062911987305
balance_7,3,eq_weight,majority,minkowski,2,0.6721311475409836,0.15723776817321777
balance_7,3,eq_weight,majority,hamming,,0.6721311475409836,0.08068037033081055
balance_7,3,eq_weight,idw,minkowski,1,0.6721311475409836,0.15952754020690918
balance_7,3,eq_weight,idw,minkowski,2,0.6721311475409836,0.16047215461730957
balance_7,3,eq_weight,idw,hamming,,0.6721311475409836,0.08196783065795898
balance_7,3,eq_weight,sheppard,minkowski,1,0.6721311475409836,0.15987753868103027
balance_7,3,eq_weight,sheppard,minkowski,2,0.6721311475409836,0.1617450714111328
balance_7,3,eq_weight,sheppard,hamming,,0.6721311475409836,0.08204817771911621
balance_7,3,information_gain,majority,minkowski,1,0.45901639344262296,0.19951224327087402
balance_7,3,information_gain,majority,minkowski,2,0.45901639344262296,0.19722223281860352
balance_7,3,information_gain,majority,hamming,,0.819672131147541,0.11616086959838867
balance_7,3,information_gain,idw,minkowski,1,0.45901639344262296,0.1973271369934082
balance_7,3,information_gain,idw,minkowski,2,0.45901639344262296,0.19830083847045898
balance_7,3,information_gain,idw,hamming,,0.7704918032786885,0.1192934513092041
balance_7,3,information_gain,sheppard,minkowski,1,0.45901639344262296,0.19748330116271973
balance_7,3,information_gain,sheppard,minkowski,2,0.45901639344262296,0.1968061923980713
balance_7,3,information_gain,sheppard,hamming,,0.639344262295082,0.11676883697509766
balance_7,3,chi2,majority,minkowski,1,0.7704918032786885,0.1653740406036377
balance_7,3,chi2,majority,minkowski,2,0.8032786885245902,0.1645793914794922
balance_7,3,chi2,majority,hamming,,0.6721311475409836,0.0798804759979248
balance_7,3,chi2,idw,minkowski,1,0.7704918032786885,0.16502594947814941
balance_7,3,chi2,idw,minkowski,2,0.8032786885245902,0.1659238338470459
balance_7,3,chi2,idw,hamming,,0.6721311475409836,0.083587646484375
balance_7,3,chi2,sheppard,minkowski,1,0.7868852459016393,0.16460371017456055
balance_7,3,chi2,sheppard,minkowski,2,0.8032786885245902,0.16521000862121582
balance_7,3,chi2,sheppard,hamming,,0.6721311475409836,0.08306026458740234
balance_7,5,eq_weight,majority,minkowski,1,0.6557377049180327,0.1588449478149414
balance_7,5,eq_weight,majority,minkowski,2,0.6721311475409836,0.15939617156982422
balance_7,5,eq_weight,majority,hamming,,0.6557377049180327,0.0833442211151123
balance_7,5,eq_weight,idw,minkowski,1,0.6557377049180327,0.16295742988586426
balance_7,5,eq_weight,idw,minkowski,2,0.6721311475409836,0.16200518608093262
balance_7,5,eq_weight,idw,hamming,,0.6557377049180327,0.08214998245239258
balance_7,5,eq_weight,sheppard,minkowski,1,0.6557377049180327,0.1626453399658203
balance_7,5,eq_weight,sheppard,minkowski,2,0.6721311475409836,0.16194415092468262
balance_7,5,eq_weight,sheppard,hamming,,0.6557377049180327,0.08345150947570801
balance_7,5,information_gain,majority,minkowski,1,0.45901639344262296,0.19728612899780273
balance_7,5,information_gain,majority,minkowski,2,0.45901639344262296,0.19906902313232422
balance_7,5,information_gain,majority,hamming,,0.8360655737704918,0.11503028869628906
balance_7,5,information_gain,idw,minkowski,1,0.45901639344262296,0.20038771629333496
balance_7,5,information_gain,idw,minkowski,2,0.45901639344262296,0.19951152801513672
balance_7,5,information_gain,idw,hamming,,0.819672131147541,0.11866617202758789
balance_7,5,information_gain,sheppard,minkowski,1,0.45901639344262296,0.2005174160003662
balance_7,5,information_gain,sheppard,minkowski,2,0.45901639344262296,0.20276689529418945
balance_7,5,information_gain,sheppard,hamming,,0.7213114754098361,0.11779952049255371
balance_7,5,chi2,majority,minkowski,1,0.7704918032786885,0.16374993324279785
balance_7,5,chi2,majority,minkowski,2,0.7540983606557377,0.16326332092285156
balance_7,5,chi2,majority,hamming,,0.6557377049180327,0.08273053169250488
balance_7,5,chi2,idw,minkowski,1,0.7868852459016393,0.16664910316467285
balance_7,5,chi2,idw,minkowski,2,0.8032786885245902,0.16636419296264648
balance_7,5,chi2,idw,hamming,,0.6557377049180327,0.08374452590942383
balance_7,5,chi2,sheppard,minkowski,1,0.7868852459016393,0.16388678550720215
balance_7,5,chi2,sheppard,minkowski,2,0.8032786885245902,0.16652774810791016
balance_7,5,chi2,sheppard,hamming,,0.6557377049180327,0.08226680755615234
balance_7,7,eq_weight,majority,minkowski,1,0.7704918032786885,0.15921783447265625
balance_7,7,eq_weight,majority,minkowski,2,0.7704918032786885,0.15903258323669434
balance_7,7,eq_weight,majority,hamming,,0.7704918032786885,0.08204531669616699
balance_7,7,eq_weight,idw,minkowski,1,0.7704918032786885,0.16411757469177246
balance_7,7,eq_weight,idw,minkowski,2,0.7704918032786885,0.16382956504821777
balance_7,7,eq_weight,idw,hamming,,0.7704918032786885,0.08201932907104492
balance_7,7,eq_weight,sheppard,minkowski,1,0.7704918032786885,0.16301774978637695
balance_7,7,eq_weight,sheppard,minkowski,2,0.7704918032786885,0.1642899513244629
balance_7,7,eq_weight,sheppard,hamming,,0.7704918032786885,0.08196830749511719
balance_7,7,information_gain,majority,minkowski,1,0.45901639344262296,0.19774580001831055
balance_7,7,information_gain,majority,minkowski,2,0.45901639344262296,0.1973586082458496
balance_7,7,information_gain,majority,hamming,,0.8032786885245902,0.11667704582214355
balance_7,7,information_gain,idw,minkowski,1,0.45901639344262296,0.20233917236328125
balance_7,7,information_gain,idw,minkowski,2,0.45901639344262296,0.2020883560180664
balance_7,7,information_gain,idw,hamming,,0.7704918032786885,0.11676836013793945
balance_7,7,information_gain,sheppard,minkowski,1,0.45901639344262296,0.20201516151428223
balance_7,7,information_gain,sheppard,minkowski,2,0.45901639344262296,0.19942927360534668
balance_7,7,information_gain,sheppard,hamming,,0.819672131147541,0.11538505554199219
balance_7,7,chi2,majority,minkowski,1,0.8360655737704918,0.1650707721710205
balance_7,7,chi2,majority,minkowski,2,0.7540983606557377,0.16436433792114258
balance_7,7,chi2,majority,hamming,,0.7704918032786885,0.08166313171386719
balance_7,7,chi2,idw,minkowski,1,0.7868852459016393,0.16546225547790527
balance_7,7,chi2,idw,minkowski,2,0.7868852459016393,0.16788291931152344
balance_7,7,chi2,idw,hamming,,0.7704918032786885,0.08478355407714844
balance_7,7,chi2,sheppard,minkowski,1,0.7868852459016393,0.16716623306274414
balance_7,7,chi2,sheppard,minkowski,2,0.8032786885245902,0.168853759765625
balance_7,7,chi2,sheppard,hamming,,0.7704918032786885,0.08376240730285645
balance_8,1,eq_weight,majority,minkowski,1,0.6507936507936508,0.1628279685974121
balance_8,1,eq_weight,majority,minkowski,2,0.7142857142857143,0.16285109519958496
balance_8,1,eq_weight,majority,hamming,,0.6507936507936508,0.0842444896697998
balance_8,1,eq_weight,idw,minkowski,1,0.6507936507936508,0.16541004180908203
balance_8,1,eq_weight,idw,minkowski,2,0.7142857142857143,0.1665043830871582
balance_8,1,eq_weight,idw,hamming,,0.6507936507936508,0.08715224266052246
balance_8,1,eq_weight,sheppard,minkowski,1,0.6507936507936508,0.16647577285766602
balance_8,1,eq_weight,sheppard,minkowski,2,0.7142857142857143,0.16511011123657227
balance_8,1,eq_weight,sheppard,hamming,,0.6507936507936508,0.08314156532287598
balance_8,1,information_gain,majority,minkowski,1,0.4603174603174603,0.20527410507202148
balance_8,1,information_gain,majority,minkowski,2,0.4603174603174603,0.2046811580657959
balance_8,1,information_gain,majority,hamming,,0.6507936507936508,0.12493014335632324
balance_8,1,information_gain,idw,minkowski,1,0.4603174603174603,0.20319294929504395
balance_8,1,information_gain,idw,minkowski,2,0.4603174603174603,0.20340657234191895
balance_8,1,information_gain,idw,hamming,,0.746031746031746,0.1197671890258789
balance_8,1,information_gain,sheppard,minkowski,1,0.4603174603174603,0.20190858840942383
balance_8,1,information_gain,sheppard,minkowski,2,0.4603174603174603,0.20693397521972656
balance_8,1,information_gain,sheppard,hamming,,0.7301587301587301,0.11841416358947754
balance_8,1,chi2,majority,minkowski,1,0.8253968253968254,0.1709890365600586
balance_8,1,chi2,majority,minkowski,2,0.8253968253968254,0.16979217529296875
balance_8,1,chi2,majority,hamming,,0.6507936507936508,0.08519983291625977
balance_8,1,chi2,idw,minkowski,1,0.8253968253968254,0.168503999710083
balance_8,1,chi2,idw,minkowski,2,0.8253968253968254,0.16805720329284668
balance_8,1,chi2,idw,hamming,,0.6507936507936508,0.08630871772766113
balance_8,1,chi2,sheppard,minkowski,1,0.8253968253968254,0.17084383964538574
balance_8,1,chi2,sheppard,minkowski,2,0.8253968253968254,0.16796159744262695
balance_8,1,chi2,sheppard,hamming,,0.6507936507936508,0.08565664291381836
balance_8,3,eq_weight,majority,minkowski,1,0.6507936507936508,0.1633744239807129
balance_8,3,eq_weight,majority,minkowski,2,0.6507936507936508,0.16184115409851074
balance_8,3,eq_weight,majority,hamming,,0.6507936507936508,0.08316874504089355
balance_8,3,eq_weight,idw,minkowski,1,0.6507936507936508,0.16416716575622559
balance_8,3,eq_weight,idw,minkowski,2,0.6507936507936508,0.16711759567260742
balance_8,3,eq_weight,idw,hamming,,0.6507936507936508,0.08464407920837402
balance_8,3,eq_weight,sheppard,minkowski,1,0.6507936507936508,0.16553735733032227
balance_8,3,eq_weight,sheppard,minkowski,2,0.6507936507936508,0.16466999053955078
balance_8,3,eq_weight,sheppard,hamming,,0.6507936507936508,0.08519673347473145
balance_8,3,information_gain,majority,minkowski,1,0.4603174603174603,0.20325350761413574
balance_8,3,information_gain,majority,minkowski,2,0.4603174603174603,0.2057647705078125
balance_8,3,information_gain,majority,hamming,,0.7142857142857143,0.1174466609954834
balance_8,3,information_gain,idw,minkowski,1,0.4603174603174603,0.2012631893157959
balance_8,3,information_gain,idw,minkowski,2,0.4603174603174603,0.2057657241821289
balance_8,3,information_gain,idw,hamming,,0.7777777777777778,0.11895084381103516
balance_8,3,information_gain,sheppard,minkowski,1,0.4603174603174603,0.20261192321777344
balance_8,3,information_gain,sheppard,minkowski,2,0.4603174603174603,0.20570635795593262
balance_8,3,information_gain,sheppard,hamming,,0.8412698412698413,0.11992049217224121
balance_8,3,chi2,majority,minkowski,1,0.8412698412698413,0.16713643074035645
balance_8,3,chi2,majority,minkowski,2,0.8571428571428571,0.16700220108032227
balance_8,3,chi2,majority,hamming,,0.6507936507936508,0.08443522453308105
balance_8,3,chi2,idw,minkowski,1,0.8095238095238095,0.1692032814025879
balance_8,3,chi2,idw,minkowski,2,0.8253968253968254,0.16929221153259277
balance_8,3,chi2,idw,hamming,,0.6507936507936508,0.08685135841369629
balance_8,3,chi2,sheppard,minkowski,1,0.8253968253968254,0.17116689682006836
balance_8,3,chi2,sheppard,minkowski,2,0.8253968253968254,0.16905856132507324
balance_8,3,chi2,sheppard,hamming,,0.6507936507936508,0.08621740341186523
balance_8,5,eq_weight,majority,minkowski,1,0.7619047619047619,0.1654360294342041
balance_8,5,eq_weight,majority,minkowski,2,0.7301587301587301,0.1644289493560791
balance_8,5,eq_weight,majority,hamming,,0.7619047619047619,0.0847787857055664
balance_8,5,eq_weight,idw,minkowski,1,0.7619047619047619,0.1658010482788086
balance_8,5,eq_weight,idw,minkowski,2,0.7301587301587301,0.16399002075195312
balance_8,5,eq_weight,idw,hamming,,0.7619047619047619,0.08326125144958496
balance_8,5,eq_weight,sheppard,minkowski,1,0.7619047619047619,0.16315293312072754
balance_8,5,eq_weight,sheppard,minkowski,2,0.7301587301587301,0.16441726684570312
balance_8,5,eq_weight,sheppard,hamming,,0.7619047619047619,0.08280253410339355
balance_8,5,information_gain,majority,minkowski,1,0.4444444444444444,0.20044159889221191
balance_8,5,information_gain,majority,minkowski,2,0.4444444444444444,0.19788217544555664
balance_8,5,information_gain,majority,hamming,,0.746031746031746,0.11614561080932617
balance_8,5,information_gain,idw,minkowski,1,0.5873015873015873,0.20132732391357422
balance_8,5,information_gain,idw,minkowski,2,0.5238095238095238,0.20388150215148926
balance_8,5,information_gain,idw,hamming,,0.7619047619047619,0.11816143989562988
balance_8,5,information_gain,sheppard,minkowski,1,0.4444444444444444,0.20236682891845703
balance_8,5,information_gain,sheppard,minkowski,2,0.4444444444444444,0.20447826385498047
balance_8,5,information_gain,sheppard,hamming,,0.7936507936507936,0.11859297752380371
balance_8,5,chi2,majority,minkowski,1,0.7301587301587301,0.16759014129638672
balance_8,5,chi2,majority,minkowski,2,0.7619047619047619,0.16895008087158203
balance_8,5,chi2,majority,hamming,,0.7619047619047619,0.08205461502075195
balance_8,5,chi2,idw,minkowski,1,0.8412698412698413,0.16750502586364746
balance_8,5,chi2,idw,minkowski,2,0.8412698412698413,0.16802692413330078
balance_8,5,chi2,idw,hamming,,0.7619047619047619,0.08470726013183594
balance_8,5,chi2,sheppard,minkowski,1,0.8253968253968254,0.1665804386138916
balance_8,5,chi2,sheppard,minkowski,2,0.8253968253968254,0.1700599193572998
balance_8,5,chi2,sheppard,hamming,,0.7619047619047619,0.08690476417541504
balance_8,7,eq_weight,majority,minkowski,1,0.7777777777777778,0.16312026977539062
balance_8,7,eq_weight,majority,minkowski,2,0.7777777777777778,0.16191911697387695
balance_8,7,eq_weight,majority,hamming,,0.7777777777777778,0.08422112464904785
balance_8,7,eq_weight,idw,minkowski,1,0.7777777777777778,0.16639018058776855
balance_8,7,eq_weight,idw,minkowski,2,0.7777777777777778,0.16379690170288086
balance_8,7,eq_weight,idw,hamming,,0.7777777777777778,0.08415508270263672
balance_8,7,eq_weight,sheppard,minkowski,1,0.7777777777777778,0.1654975414276123
balance_8,7,eq_weight,sheppard,minkowski,2,0.7777777777777778,0.1649768352508545
balance_8,7,eq_weight,sheppard,hamming,,0.7777777777777778,0.08485913276672363
balance_8,7,information_gain,majority,minkowski,1,0.4444444444444444,0.19980502128601074
balance_8,7,information_gain,majority,minkowski,2,0.4444444444444444,0.20083856582641602
balance_8,7,information_gain,majority,hamming,,0.7777777777777778,0.11709284782409668
balance_8,7,information_gain,idw,minkowski,1,0.5238095238095238,0.20380043983459473
balance_8,7,information_gain,idw,minkowski,2,0.5079365079365079,0.20212721824645996
balance_8,7,information_gain,idw,hamming,,0.8095238095238095,0.12083745002746582
balance_8,7,information_gain,sheppard,minkowski,1,0.4444444444444444,0.2039794921875
balance_8,7,information_gain,sheppard,minkowski,2,0.4444444444444444,0.2093052864074707
balance_8,7,information_gain,sheppard,hamming,,0.7936507936507936,0.12157225608825684
balance_8,7,chi2,majority,minkowski,1,0.746031746031746,0.16836857795715332
balance_8,7,chi2,majority,minkowski,2,0.7301587301587301,0.16519856452941895
balance_8,7,chi2,majority,hamming,,0.7777777777777778,0.08420515060424805
balance_8,7,chi2,idw,minkowski,1,0.8253968253968254,0.17186403274536133
balance_8,7,chi2,idw,minkowski,2,0.8253968253968254,0.1709611415863037
balance_8,7,chi2,idw,hamming,,0.7777777777777778,0.08584952354431152
balance_8,7,chi2,sheppard,minkowski,1,0.8253968253968254,0.17127156257629395
balance_8,7,chi2,sheppard,minkowski,2,0.8253968253968254,0.1717970371246338
balance_8,7,chi2,sheppard,hamming,,0.7777777777777778,0.08485913276672363
balance_9,1,eq_weight,majority,minkowski,1,0.639344262295082,0.15822267532348633
balance_9,1,eq_weight,majority,minkowski,2,0.6721311475409836,0.16077351570129395
balance_9,1,eq_weight,majority,hamming,,0.639344262295082,0.08044242858886719
balance_9,1,eq_weight,idw,minkowski,1,0.639344262295082,0.15923810005187988
balance_9,1,eq_weight,idw,minkowski,2,0.6721311475409836,0.15999126434326172
balance_9,1,eq_weight,idw,hamming,,0.639344262295082,0.08064007759094238
balance_9,1,eq_weight,sheppard,minkowski,1,0.639344262295082,0.1590723991394043
balance_9,1,eq_weight,sheppard,minkowski,2,0.6721311475409836,0.15900039672851562
balance_9,1,eq_weight,sheppard,hamming,,0.639344262295082,0.07940244674682617
balance_9,1,information_gain,majority,minkowski,1,0.45901639344262296,0.19763994216918945
balance_9,1,information_gain,majority,minkowski,2,0.45901639344262296,0.19867444038391113
balance_9,1,information_gain,majority,hamming,,0.7540983606557377,0.11737179756164551
balance_9,1,information_gain,idw,minkowski,1,0.45901639344262296,0.19922208786010742
balance_9,1,information_gain,idw,minkowski,2,0.45901639344262296,0.19978761672973633
balance_9,1,information_gain,idw,hamming,,0.819672131147541,0.11666417121887207
balance_9,1,information_gain,sheppard,minkowski,1,0.45901639344262296,0.20193696022033691
balance_9,1,information_gain,sheppard,minkowski,2,0.45901639344262296,0.1974644660949707
balance_9,1,information_gain,sheppard,hamming,,0.7377049180327869,0.1180274486541748
balance_9,1,chi2,majority,minkowski,1,0.7377049180327869,0.16630315780639648
balance_9,1,chi2,majority,minkowski,2,0.7377049180327869,0.16370177268981934
balance_9,1,chi2,majority,hamming,,0.639344262295082,0.08154296875
balance_9,1,chi2,idw,minkowski,1,0.7377049180327869,0.1651625633239746
balance_9,1,chi2,idw,minkowski,2,0.7377049180327869,0.18445062637329102
balance_9,1,chi2,idw,hamming,,0.639344262295082,0.0811622142791748
balance_9,1,chi2,sheppard,minkowski,1,0.7377049180327869,0.16412568092346191
balance_9,1,chi2,sheppard,minkowski,2,0.7377049180327869,0.1637554168701172
balance_9,1,chi2,sheppard,hamming,,0.639344262295082,0.08238768577575684
balance_9,3,eq_weight,majority,minkowski,1,0.7213114754098361,0.16003727912902832
balance_9,3,eq_weight,majority,minkowski,2,0.7049180327868853,0.1606147289276123
balance_9,3,eq_weight,majority,hamming,,0.7213114754098361,0.0810244083404541
balance_9,3,eq_weight,idw,minkowski,1,0.7213114754098361,0.16020464897155762
balance_9,3,eq_weight,idw,minkowski,2,0.7049180327868853,0.1606435775756836
balance_9,3,eq_weight,idw,hamming,,0.7213114754098361,0.08259057998657227
balance_9,3,eq_weight,sheppard,minkowski,1,0.7213114754098361,0.16048288345336914
balance_9,3,eq_weight,sheppard,minkowski,2,0.7049180327868853,0.15858197212219238
balance_9,3,eq_weight,sheppard,hamming,,0.7213114754098361,0.08152008056640625
balance_9,3,information_gain,majority,minkowski,1,0.45901639344262296,0.19834518432617188
balance_9,3,information_gain,majority,minkowski,2,0.45901639344262296,0.19832396507263184
balance_9,3,information_gain,majority,hamming,,0.7213114754098361,0.11695051193237305
balance_9,3,information_gain,idw,minkowski,1,0.5081967213114754,0.1990649700164795
balance_9,3,information_gain,idw,minkowski,2,0.5081967213114754,0.19779133796691895
balance_9,3,information_gain,idw,hamming,,0.7377049180327869,0.11778426170349121
balance_9,3,information_gain,sheppard,minkowski,1,0.45901639344262296,0.20206713676452637
balance_9,3,information_gain,sheppard,minkowski,2,0.45901639344262296,0.20080780982971191
balance_9,3,information_gain,sheppard,hamming,,0.7377049180327869,0.11779642105102539
balance_9,3,chi2,majority,minkowski,1,0.7868852459016393,0.16114330291748047
balance_9,3,chi2,majority,minkowski,2,0.7868852459016393,0.16827774047851562
balance_9,3,chi2,majority,hamming,,0.7213114754098361,0.08361172676086426
balance_9,3,chi2,idw,minkowski,1,0.8032786885245902,0.16581416130065918
balance_9,3,chi2,idw,minkowski,2,0.8032786885245902,0.1678447723388672
balance_9,3,chi2,idw,hamming,,0.7213114754098361,0.08727145195007324
balance_9,3,chi2,sheppard,minkowski,1,0.7377049180327869,0.16591215133666992
balance_9,3,chi2,sheppard,minkowski,2,0.7377049180327869,0.1658320426940918
balance_9,3,chi2,sheppard,hamming,,0.7213114754098361,0.08650708198547363
balance_9,5,eq_weight,majority,minkowski,1,0.7377049180327869,0.16444110870361328
balance_9,5,eq_weight,majority,minkowski,2,0.7377049180327869,0.15802907943725586
balance_9,5,eq_weight,majority,hamming,,0.7377049180327869,0.08203363418579102
balance_9,5,eq_weight,idw,minkowski,1,0.7377049180327869,0.1623532772064209
balance_9,5,eq_weight,idw,minkowski,2,0.7377049180327869,0.16296839714050293
balance_9,5,eq_weight,idw,hamming,,0.7377049180327869,0.08443450927734375
balance_9,5,eq_weight,sheppard,minkowski,1,0.7377049180327869,0.16437983512878418
balance_9,5,eq_weight,sheppard,minkowski,2,0.7377049180327869,0.17612075805664062
balance_9,5,eq_weight,sheppard,hamming,,0.7377049180327869,0.08231496810913086
balance_9,5,information_gain,majority,minkowski,1,0.47540983606557374,0.19769549369812012
balance_9,5,information_gain,majority,minkowski,2,0.47540983606557374,0.19775056838989258
balance_9,5,information_gain,majority,hamming,,0.7540983606557377,0.11602354049682617
balance_9,5,information_gain,idw,minkowski,1,0.639344262295082,0.20079779624938965
balance_9,5,information_gain,idw,minkowski,2,0.6065573770491803,0.201857328414917
balance_9,5,information_gain,idw,hamming,,0.7868852459016393,0.16554713249206543
balance_9,5,information_gain,sheppard,minkowski,1,0.5573770491803278,0.1982121467590332
balance_9,5,information_gain,sheppard,minkowski,2,0.639344262295082,0.20232653617858887
balance_9,5,information_gain,sheppard,hamming,,0.819672131147541,0.11721086502075195
balance_9,5,chi2,majority,minkowski,1,0.7868852459016393,0.16527795791625977
balance_9,5,chi2,majority,minkowski,2,0.7540983606557377,0.1652085781097412
balance_9,5,chi2,majority,hamming,,0.7377049180327869,0.08305621147155762
balance_9,5,chi2,idw,minkowski,1,0.819672131147541,0.16783714294433594
balance_9,5,chi2,idw,minkowski,2,0.8032786885245902,0.1658332347869873
balance_9,5,chi2,idw,hamming,,0.7377049180327869,0.0850985050201416
balance_9,5,chi2,sheppard,minkowski,1,0.7377049180327869,0.16747546195983887
balance_9,5,chi2,sheppard,minkowski,2,0.7377049180327869,0.16546416282653809
balance_9,5,chi2,sheppard,hamming,,0.7377049180327869,0.08580851554870605
balance_9,7,eq_weight,majority,minkowski,1,0.7704918032786885,0.1606452465057373
balance_9,7,eq_weight,majority,minkowski,2,0.7704918032786885,0.16222763061523438
balance_9,7,eq_weight,majority,hamming,,0.7704918032786885,0.08152461051940918
balance_9,7,eq_weight,idw,minkowski,1,0.7704918032786885,0.16435861587524414
